libelle;code;url;description;comprend;ne_comprend_pas
Réparation de véhicules particuliers;07.2.3.0.2;https://www.insee.fr/fr/metadonnees/coicop2018/poste/07.2.3.0.2;;services achetés pour la réparation d'équipements de transport personnel, tels que montage de pièces et d'accessoires, changement de pneus, équilibrage des roues, services de dépannage, vidanges, graissage et lavage le coût des matériaux/pièces si ils ne sont pas facturés séparément;pièces détachées, accessoires ou lubrifiants achetés par les ménages dans l'intention de procéder eux-mêmes à l'entretien ou à la réparation (07.2.1, 07.2.2.4)
Autres services relatifs au matériel de transport personnel (S);07.2.4;https://www.insee.fr/fr/metadonnees/coicop2018/classe/07.2.4;;location d'espaces de stationnement ou de garages fournissant du stationnement mais sans rapport avec le logement location de places de stationnement municipal dans les rues parcmètres, quelle que soit la forme de paiement (par exemple, par l'intermédiaire d'un gardien ou d'un parcmètre) frais pour la location de places de stationnement dans les parkings (y compris services de voiturier), tels que ceux des centres commerciaux, pour quelques heures ou moins permis de stationnement valides pour des zones désignées (par exemple, permis de stationnement pour les résidents) péages pour les ponts, tunnels, autoroutes, etc. frais de location ou d'achat des étiquettes électroniques et des dispositifs de péage leçons de conduite, examens de conduite et permis de conduire contrôle technique et contrôle des émissions location d'équipements de transport personnel sans chauffeur;"location de places de stationnement ou d'un garage fournissant du stationnement en rapport avec le logement ( 04.1.2.2 location d'une voiture avec chauffeur ; paiements pour le partage d'un moyen de transport (covoiturage, covoiturage dynamique) ( 07.3.2.2 location d’équipement de transport personnel pour le loisir ( 09.4.2.2 frais de service pour l'assurance de l'équipement de transport personnel ( 12.1.4.1"
Services de parkings et de stationnement (S);07.2.4.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.2.4.1;;location de places de stationnement municipal dans les rues parcmètres, quelle que soit la forme de paiement (par exemple, par l'intermédiaire d'un gardien ou d'un parcmètre) frais pour la location de places de stationnement dans les parkings (y compris services de voiturier), tels que ceux des centres commerciaux, pour quelques heures ou moins permis de stationnement valides pour des zones désignées (par exemple, permis de stationnement pour les résidents);location de places de stationnement ou d'un garage fournissant du stationnement en rapport avec le logement ( 04.1.2.2
Péages (S);07.2.4.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.2.4.2;;péages pour les ponts, tunnels, autoroutes, etc - frais de location ou d'achat des étiquettes électroniques et des dispositifs de péage;
Cours de conduite, permis de conduire et contrôles techniques automobiles (S);07.2.4.3;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.2.4.3;;leçons de conduite, examens de conduite et permis de conduire contrôle technique et contrôle des émissions frais d’immatriculation frais associés au transfert de propriété des véhicules leçons de conduite, examens de conduite, permis de conduire pour les véhicules de loisirs (mobile homes, bateaux, avions, etc.);
Auto-école et examen de permis de conduire;07.2.4.3.1;https://www.insee.fr/fr/metadonnees/coicop2018/poste/07.2.4.3.1;;leçons de conduite, examens de conduite et permis de conduire leçons de conduite, examens de conduite, permis de conduire pour les véhicules de loisirs (mobile homes, bateaux, avions, etc.);
Formalités administratives liées au véhicule personnel;07.2.4.3.2;https://www.insee.fr/fr/metadonnees/coicop2018/poste/07.2.4.3.2;;contrôle technique et contrôle des émissions frais d’immatriculation frais associés au transfert de propriété des véhicules;
Location de véhicules personnels sans chauffeur (S);07.2.4.4;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.2.4.4;;location de matériel de transport personnel sans chauffeur (par exemple, location de voiture) frais de participation à des systèmes de partage de voitures, de vélos ou de motocycles;services de transport de passagers par taxi et véhicule avec chauffeur ( 07.3.2.2 location d’équipements de transport personnel pour le loisir ( 09.4.2.2 frais de services pour l'assurance d'équipement de transport personnel ( 12.1.4.1
Services de transport de passagers;07.3;https://www.insee.fr/fr/metadonnees/coicop2018/groupe/07.3;;;
Transport de passagers par chemin de fer (S);07.3.1;https://www.insee.fr/fr/metadonnees/coicop2018/classe/07.3.1;;transport de personnes et de bagages accompagnés par train, train à grande vitesse, train à sustentation magnétique, train léger, tramway et métro transport de véhicules privés accompagnés;transport funiculaire ( 07.3.6.0
Transport de passagers par train (S);07.3.1.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.1.1;;transport de personnes et de bagages accompagnés par train, train à grande vitesse, train à sustentation magnétique, train léger, tramway et métro transport de véhicules privés accompagnés;transport funiculaire ( 07.3.6.0
Transport de passagers par métro et tramway (S);07.3.1.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.1.2;;transport de personnes et de bagages accompagnés par transport en commun rapide (chemin de fer électrique circulant en site propre, interdit aux piétons et à tout type de véhicules, et souvent séparé par des tunnels ou des voies ferrées surélevées), chemin de fer léger, métro souterrain, métro sur pneu, véhicules de transport de personnes transport de personnes et de bagages accompagnés par tramway;
Transport routier de passagers (S);07.3.2;https://www.insee.fr/fr/metadonnees/coicop2018/classe/07.3.2;;transport de personnes et de bagages accompagnés par autobus, trolleybus et autocar transport de personnes et de bagages accompagnés en taxi collectif, un véhicule de location qui peut être caractérisé comme un croisement entre un taxi et un autobus. Ce mode de transport est souvent utilisé dans les pays en développement. Les taxis collectifs sont généralement plus petits que les bus, allant des voitures à quatre places aux minibus, et sont souvent exploités par leur propriétaire. Ils fonctionnent généralement sans horaire, le long d'un itinéraire fixe ou semi-fixe, et peuvent s'arrêter n'importe où le long de cet itinéraire pour prendre ou déposer des passagers. transport de personnes et de bagages accompagnés en taxi et en véhicule de location avec chauffeur transport de personnes et de bagages accompagnés sur la base d'arrangements privés, tels que covoiturage et autopartage services locaux d'affrètement d'autobus scolaires, avec chauffeur services d'affrètement de bus scolaires interurbains ou interurbains réguliers transport d'élèves par autobus scolaire entre leur domicile et l'école et entre les écoles, y compris dans les zones rurales transport de personnes et de bagages accompagnés par des véhicules à traction animale, avec chauffeur tuk-tuks, pousse-pousse automobiles et cyclistes et motocyclettes en tant que taxis;
Transport de passagers par autobus et autocar (S);07.3.2.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.2.1;;transport de personnes et de bagages accompagnés par autobus, trolleybus et autocar transport de personnes et de bagages accompagnés en taxi collectif, un véhicule de location qui peut être caractérisé comme un croisement entre un taxi et un autobus. Ce mode de transport est souvent utilisé dans les pays en développement. Les taxis collectifs sont généralement plus petits que les bus, allant des voitures à quatre places aux minibus, et sont souvent exploités par leur propriétaire. Ils fonctionnent généralement sans horaire, le long d'un itinéraire fixe ou semi-fixe, et peuvent s'arrêter n'importe où le long de cet itinéraire pour prendre ou déposer des passagers;
Transport de passagers par taxi et location de voitures avec chauffeur (S);07.3.2.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.2.2;;transport de personnes et de bagages accompagnés par taxi et véhicule de location avec chauffeur transport de personnes et de bagages accompagnés par des arrangements privés, tels que covoiturage et autopartage;
Ramassage scolaire (S);07.3.2.3;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.2.3;;services d'autobus scolaires locaux avec chauffeur services d'affrètement d'autobus scolaires interurbains ou interurbains réguliers transport d'élèves par autobus scolaire entre leur domicile et l'école et entre les écoles, y compris dans les zones rurales;
Autres transports de passagers par route (S);07.3.2.9;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.2.9;;transport de personnes et de bagages accompagnés dans des véhicules à traction animale, avec chauffeur tuk-tuks, pousse-pousse automobiles et cyclistes et motocyclettes utilisés en tant que taxis;transport de personnes et de bagages accompagnés par bus avec chauffeur ( 07.3.2.1
Transport aérien de passagers (S);07.3.3;https://www.insee.fr/fr/metadonnees/coicop2018/classe/07.3.3;;transport de personnes et de bagages accompagnés par avion et hélicoptère transport de passagers par drone et multicoptère;
Transport aérien intérieur de passagers (S);07.3.3.1;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.3.1;;services de transport aérien domestique régulier et affrété de passagers transport domestique de personnes et de bagages accompagnés par avion et hélicoptère transport aérien domestique de passagers par drone et multicoptère;
Transport aérien international de passagers (S);07.3.3.2;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.3.2;;transport de personnes et de bagages accompagnés par voie aérienne sur un vol international régulier ou affrété transport aérien international de passagers par drone et multicoptère;
Transport de passagers par mer et voies navigables intérieures (S);07.3.4;https://www.insee.fr/fr/metadonnees/coicop2018/classe/07.3.4;;transport de personnes et de bagages accompagnés par navire, bateau, ferry, aéroglisseur et hydroglisseur transportde véhicules privés accompagné taxis aquatiques;
Transport de passagers par mer et voies navigables intérieures (S);07.3.4.0;https://www.insee.fr/fr/metadonnees/coicop2018/sousClasse/07.3.4.0;;transport de personnes et de bagages accompagnés par navire, bateau, ferry, aéroglisseur et hydroglisseur transport de véhicules privés accompagné taxis aquatiques;
